key,value,definition
amenity,stage,amenitat/servei	=	etapa
entrance,staircase,entrada	=	escala
shop,stairs,botiga	=	escales
room,stairs,habitació	=	escales
seamark:beacon_isolated_danger:shape,stake,seamark:balisa_aïllada_perill:forma	=	apostar
seamark:beacon_lateral:shape,stake,seamark:balisa_lateral:forma	=	apostar
vending,stamps,venda	=	segells
craft,stand_builder,artesania	=	constructor de llocs
camp_site,standard,càmping	=
emergency,standpipe,emergència	=	tub vertical
bicycle_parking,stands,Pàrquing de bicicletes	=	suports
seamark:beacon_lateral:category,starboard,marca:balisa lateral:categoria	=	estribor
seamark:buoy_lateral:category,starboard,seamark:boya_lateral:categoria	=	estribor
official_name,Starbucks Coffee,official_name	Starbucks Coffee
official_name,Starbucks␣Coffee,nom oficial	=	Starbucks_Cafè
compensator,statcom,compensador	=	estatcom
place,state,lloc	=	Expressar
ownership,state,propietat	=	estat
operator:en,State Grid Corporation of China,operador:en	State Grid Corporation of China
source:name,"State of Queensland (Department of Natural Resources, Mines and Energy) 2019",font:nom Vicmap.Transport:services.land.vic.gov.au
castle_type,stately,tipus castell	=	majestuós
building,static_caravan,tipus d'edifici	=	estàtica_caravana
landuse,static_caravan,ús del sòl	=	estàtica_caravana
compensator,static_var,compensador	=	variable estàtica
abandoned:railway,station,abandonat: ferrocarril	=	estació
disused:railway,station,en desús: ferrocarril	=	estació
railway,station,ferrocarril	=	estació
historic:railway,station,històric: ferrocarril	=	estació
roller_coaster,station,muntanya russa	=	oficina de Registre
power,station,poder	=	estació
public_transport,station,transport públic	=	estació
aerialway,station,via aèria	=	estació
railway,station/Proposal,ferrocarril	=	estació/Proposta
shop,stationery,botiga	=	papereria
wholesale,stationery,majorista	=	papereria
worship,stations_of_the_cross,Adoració	=	estacions de la Creu
government,statistics,govern	=	Estadístiques
source:maxspeed,Stats19,font:velocitat màxima Stats19
seamark:landmark:category,statue,marca:punt de referència:categoria	=	estàtua
memorial:type,statue,memorial: tipus	=	estàtua
memorial,statue,monument	=	estàtua
landmark,statue,punt de referència	=	estàtua
artwork_type,statue,tipus_d'obra	=	estàtua
cuisine,steak_house,cuina	=	rostidor
generator:type,steam_generator,generador: tipus	=	generador de vapor
generator:type,steam_turbine,generador: tipus	=	turbina de vapor
plant:type,steam_turbine,planta: tipus	=	turbina de vapor
wholesale,steel,majorista	=	acer
material,steel,material	=	acer
building:material,steel,material de construcció	=	acer
product,steel,producte	=	acer
industrial,steelmaking,industrial	=	fabricació d'acer
athletics,steeplechase,atletisme	=	carrera d'obstacles
barrier,steeplechase_jump,barrera	=	salt de carrera d'obstacles
man_made,stele,artificial	=	estela
information,stele,informació	=	estela
memorial:type,stele,memorial: tipus	=	estela
memorial,stele,monument	=	estela
barrier,step,barrera	=	pas
stile,stepover,escala per passar una tanca	=	pas a pas
ford,stepping_stones,gual	=	esglaons
surface,stepping_stones,superfície	=	esglaons
highway,steps,carretera	=	passos
construction,steps,construcció	=	passos
area:highway,steps,zona:carretera	=	passos
species:de,Stiel-Eiche,espècie: de Stiel-Eiche
source:wheelchair,STIF 2019-01,font:cadira de rodes STIF 2019-01
source:wheelchair,STIF␣2019-01,font: cadira de rodes	=	STIF_2019-01
barrier,stile,barrera	=	escala per passar una tanca
building,stilt_house,tipus d'edifici	=	casa sobre pilons
farmyard,stockyard,pati	=	corral de bestiar
memorial:type,stolperstein,memorial: tipus	=	stolperstein
memorial,stolperstein,monument	=	stolperstein
healthcare:speciality,stomatology,sanitat:especialitat	=
historic,stone,històric	=	pedra
marker,stone,marcador	=	pedra
material,stone,material	=	pedra
building:material,stone,material de construcció	=	pedra
memorial,stone,monument	=	pedra
natural,stone,natural	=	pedra
wall,stone,paret	=	pedra
roof:material,stone,sostre: material	=	pedra
surface,stone,superfície	=	pedra
artwork_type,stone,tipus d'obra d'art	=	pedra
fountain,stone_block,font	=	bloc de pedra
megalith_type,stone_circle,tipus de megàlit	=	cercle de pedra
megalith_type,stone_ship,tipus de megàlit	=	vaixell de pedra
wall,stone_wall,paret	=	Paret de pedra
craft,stonemason,artesania	=	paleta
amenity,stool,amenitat/servei	=	excrements
road_marking,stop,senyalització_carretera aturada
highway,stop,carretera	=	atureu-vos
railway,stop,ferrocarril	=	atureu-vos
traffic_sign,stop,senyal de trànsit	=	parada
type,stop,tipus	=	parada
site,stop_area,lloc	=	parada_àrea
public_transport,stop_area,transport públic	=	parada_àrea
public_transport,stop_area_group,transport públic	=	parada_area_grup
road_marking,stop_line,senyalització_carretera línia_d'aturada
public_transport,stop_position,transport públic	=	parada_posició
aeroway,stopway,via aèria	=	parada
room,storage,habitació	=	emmagatzematge
police,storage,policia	=	emmagatzematge
building,storage,tipus d'edifici	=	emmagatzematge
shop,storage_rental,botiga	=	lloguer_de_emmagatzematge
man_made,storage_tank,artificial	=	tanc d'emmagatzematge
building,storage_tank,tipus d'edifici	=	tanc d'emmagatzematge
building,store,tipus d'edifici	=	Botiga
birds_nest,stork,niu de Ocell	=	cigonya
memorial,storm_surge_post,monument	=	lloc de maror ciclònic
couplings:type,Storz,acoblaments: tipus	=	Storz
craft,stove_fitter,artesania	=	muntador d'estufes
NHS,STRAHNET,Servei Nacional de Salut	=	STRAHNET
line_management,straight,maneig de línia	=	directe
lamp_mount,straight_mast,muntatge_de_lampada	=	pal_recte
natural,strait,natural	=	estret
rental,strandkorb,lloguer	=
constituency,Strategic Routes,rutes estratègiques de circumscripció electoral
constituency,Strategic␣Routes,districte electoral	=	Rutes Estratègiques
crop,strawberry,cultiu	=	maduixa
water,stream,aigua	=	corrent
waterway,stream,camí aquàtic	=	corrent
generator:method,stream,generador: mètode	=	corrent
waterway,stream_end,camí aquàtic	=	stream_end
water,stream_pool,aigua	=	stream_pool
waterway,stream/Archive,camí aquàtic	=	transmissió/arxiu
NHD:FType,StreamRiver,NHD: Tipus F	=	RierolRiu
gnis:ftype,StreamRiver,gnis:ftipus StreamRiver
NHD:FTYPE,StreamRiver,NHD:Ftipus	StreamRiver
nhd:ftype,StreamRiver,nhd:ftipus	StreamRiver
highway,street,autopista	=	carrer
parking_space,street,plaça d'aparcament	=	carrer
type,street,tipus	=	carrer
map_type,street,tipus de mapa	=	carrer
landuse,street,ús del sòl	=	carrer
visibility,street,visibilitat	=	carrer
addr:street:type,Street,adreça:carrer:tipus Carrer
denotation,street,denotació carrer
addr:street:en,Street 1,adreça:carrer:en carrer 1
addr:street:en,Street 2,adreça:carrer:en Carrer 2
addr:street:en,Street 3,adreça:carrer:en Carrer 3
man_made,street_cabinet,artificial	=	carrer_gabinet
telecom,street_cabinet,telecomunicacions	=	gabinet del carrer
support,street_furniture:transit_shelter,suport	=	street_furniture:transit_shelter
amenity,street_lamp,amenitat/servei	=	fanal
highway,street_lamp,carretera	=	fanal
camera:mount,street_lamp,càmera:muntar fanal
amenity,street_light,amenitat/servei	=	llum del carrer
utility,street_lighting,utilitat	=	enllumenat públic
parking,street_side,estacionament	=	costat del carrer
parking:right,street_side,estacionament: dret	=	costat del carrer
parking:left,street_side,estacionament: esquerra	=	costat del carrer
parking:both,street_side,estacionament:tots dos	=	costat del carrer
shop,street_vendor,botiga	=	venedor ambulant
wetland,string_bog,aiguamoll	=	cadena_bog
seamark:light:category,strip_light,seamark:llum:categoria	=	llum de tira
amenity,stripclub,amenitat/servei	=	club de striptease
seamark:light:category,striplight,seamark:llum:categoria	=	llum de tira
amenity,stroller_parking,amenitat/servei	=	cotxet d'estacionament
playground,structure,parc infantil	=	estructura
cuisine,strudel,cuina	=	strudel
amenity,student_accommodation,amenitat/servei	=	allotjament per a estudiants
access,students,accés	=	estudiants
private,students,privat	=	estudiants
amenity,studio,amenitat/servei	=	estudi
man_made,stupa,fet per l'home	=	estupa
building,sty,tipus d'edifici	=	mussol
genus,Styphnolobium,gènere	=	Styphnolobium
power,sub_station,poder	=	sub_estació
description,SubCentre,descripció Subcentre
place,subcounty,lloc	=	subcomtat
man_made,submarine_cable,fet per l'home	=	cable submarí
seamark:type,submarine_transit_lane,marca de mar: tipus	=	carril de trànsit submarí
seamark:rock:water_level,submerged,seamark:rock:water_level	=	submergit
bridge:movable,submersible,pont: mòbil	=	submergible
liaison,subnational,enllaç	=	subnacional
seamark:light:category,subsidiary,seamark:llum:categoria	=	subsidiari
pipeline,substation,canonada	=	subestació
power,substation,energia	=	subestació
line,substation,línia	=	subestació
locality,subtownland,localitat	=	suburbi
place,suburb,lloc	=	suburbi
passenger,suburban,passatger	=	suburbà
traffic,suburban,trànsit	=	suburbà
construction,subway,construcció	=	subterrani
station,subway,estació	=	subterrani
railway,subway,ferrocarril	=	subterrani
route,subway,ruta	=	subterrani
railway,subway_entrance,ferrocarril	=	entrada_metro
emergency,suction_point,emergència	=	punt_de_succió
crop,sugar,cultiu	=	sucre
product,sugar,producte	=	sucre
species:en,Sugar Maple,espècie: en Auró sucrer
species:en,Sugar␣Maple,espècies:	=	Sucre_Arce
crop,sugarcane,cultiu	=	Canya de sucre
seasonal,summer,estacional	=	estiu
leisure,summer_camp,temps lliure	=	campament d'estiu
building,summer_cottage,tipus d'edifici	=	casa d'estiu
building,summer_house,tipus d'edifici	=	Casa d'estiu
attraction,summer_toboggan,atracció	=	trineu_d'estiu
man_made,summit_cross,fet per l'home	=	creu del cim
sport,sumo,esport	=	summe
barrier,sump_buster,barrera	=	destructor d'embornal
craft,sun_protection,artesania	=	protecció solar
shelter_type,sun_shelter,refugi_tipus	=	sol_refugi
leisure,sunbathing,temps lliure	=	bronzejar-se
crop,sunflower,cultiu	=	girasol
denomination,sunni,denominació sunnita
opening_hours,sunrise-sunset,horari d'obertura	=	la sortida del sol posta de sol
lit,"sunset-00:00,05:00-sunrise␣UTC","il·luminat	=	capvespre-00:00,05:00-amanir_UTC"
lit,sunset-sunrise,il·luminat	=	Capvespre Clarejar
light:lit,sunset-sunrise,Llum encesa	=	Capvespre Clarejar
seamark:buoy_special_purpose:shape,super-buoy,seamark:boia propòsit especial:forma	=	superboia
shop,supermarket,botiga	=	supermercat
wholesale,supermarket,majorista	=	supermercat
building,supermarket,tipus d'edifici	=	supermercat
type,superroute,tipus	=	superruta
office,supervised_injection_site,oficina	=	lloc d'injecció supervisat
seamark:pipeline_submarine:category,supply,seamark:pipeline_submarine:category supply
roller_coaster,support,muntanya russa	=	suport
shop,surf,botiga	=	navegar
amenity,surf_school,amenitat/servei	=	escola de surf
parking,surface,estacionament	=	superfície
location,surface,ubicació	=	superfície
crossing:markings,surface,creuament:marques superfície
sport,surfing,esport	=	surf
pipeline,surge_tank,canonada	=	tanc de compensació
healthcare:speciality,surgery,sanitat:especialitat	=
healthcare:speciality,surgical_oncology,sanitat:especialitat	=
man_made,surveillance,artificial	=	vigilància
addr.source:housenumber,survey,addr.source:nombre de casa	=	enquesta
addr.source:street,survey,direcció.font:carrer	=	enquesta
source:damage,survey,font: mal	=	enquesta
source:name,survey,nom de la font	=	enquesta
source:addr:housenumber,survey,font: adreça: estudi del número de casa
source:addr:street,survey,font: adreça: estudi de carrers
source:maxspeed,survey,font:velocitat màxima survey
man_made,survey_point,artificial	=	punt_enquesta
source:maxspeed,survey;image,font:maxspeed	=	enquesta;imatge
office,surveyor,oficina	=	topògraf
cuisine,sushi,cuina	=	Sushi
lamp_mount,suspended,muntatge_de_lampada	=	suspès
line_attachment,suspension,línia_adjunt	=	suspensió
bridge:structure,suspension,pont:estructura	=	suspensió
tower:type,suspension,torre:tipus	=	suspensió
network:wikipedia,sv:Västtrafik,xarxa:wikipedia sv:Västtrafik
direction,SW,direcció	=	sud-oest
naptan:Bearing,SW,naptan: Tenint SW
water,swale,aigua	=	sopar
wetland,swamp,aiguamoll	=	pantà
LINZ:layer,swamp_poly,LINZ: capa	=	pantà_poly
NHD:FTYPE,SwampMarsh,NHD:FTYPE	=	PantàMarsh
craft,sweep,artesania	=	escombrar
vending,sweets,venda	=	dolços
waterway,swept_area,camí aquàtic	=	àrea escombrada
sport,swimming,esport	=	natació
leisure,swimming_area,temps lliure	=	zona de bany
amenity,swimming_pool,amenitat/servei	=	safareig
shop,swimming_pool,botiga	=	safareig
leisure,swimming_pool,lleure	=	piscina
amenity,swimming_school,amenitat/servei	=	escola de natació
clothes,swimwear,roba	=	vestits de bany
playground,swing,parc infantil	=	ritme
bridge:movable,swing,pont: mòbil	=	ritme
barrier,swing_gate,barrera	=	porta abatible
amenity,swingerclub,amenitat/servei	=	club swinger
power,switch,energia	=	canviar
railway,switch,ferrocarril	=	canviar
pole,switch,pole	switch
power,switchgear,poder	=	Subestació de control
seamark:radio_station:category,syledis,seamark:emissora de ràdio:categoria	=	syledis
species,sylvatica,espècies	=	silvàtica
wiki:symbol,Symbol_SWV_Örtlicher_Weg.svg,wiki:symbol	Symbol_SWV_Örtlicher_Weg.svg
trailblazed,symbols,pioner	=	símbols
building,synagogue,tipus d'edifici	=	sinagoga
compensator,synchronous_condenser,compensador	=	condensador síncron
genus,Syringa,gènere	=	Xeringa
species,Syringa␣reticulata,espècies	=	Xeringa_reticulada
vending,syringes,venda	=	xeringues
shop,systembolaget,botiga	=	sistemabolaget
healthcare:speciality,systemic,sanitat:especialitat	=
cai_scale,T,escala cai	=	T
aerialway,t-bar,via aèria	=	barra a T
aerialway:drag_lift,t-bar,via aèria: elevador d'arrossegament	=	barra a T
amenity,table,amenitat/servei	=	taula
traffic_calming,table,calmar el trànsit	=	taula
tomb,table,tomba	=	taula
sport,table_soccer,esport	=	Futbolí
sport,table_tennis,esport	=	Tennis de taula
leisure,table_tennis_table,temps lliure	=	taula de tenis
beacon:type,TACAN,balisa: tipus	=	TAQUEN
information,tactile_map,informació	=	mapa tàctil
information,tactile_model,informació	=	model tàctil
sport,taekwondo,esport	=	taekwondo
man_made,tailings_pond,fet per l'home	=	estany de relaves
craft,tailor,artesania	=	Sastre
shop,tailor,botiga	=	Sastre
usage,tailrace,ús	=	carrera de cua
drink:viez,takeaway,beguda: vez	=	treure
man_made,tank,artificial	=	tanc
historic,tank,històric	=	tanc
seamark:type,tank,marca de mar: tipus	=	tanc
building,tank,tipus d'edifici	=	tanc
barrier,tank_trap,barrera	=	tanc_trampa
harbour:category,tanker,port:categoria	=	petrolier
beauty,tanning,bellesa	=	broncejat
leisure,tanning_salon,temps lliure	=	Saló de bronzejat
religion,taoist,religió	=	taoista
cuisine,tapas,cuina	=	tapes
man_made,tar_kiln,artificial	=	tar_kiln
roof:material,tar_paper,sostre: material	=	paper de quitrà
surface,tarmac,superfície	=	pista
surface,tarmacadam,superfície	=	tarmacadam
advertising,tarp,publicitat	=	lona
surface,tartan,superfície	=	tartan
shop,tattoo,botiga	=	tatuatge
government,tax,govern	=	impost
office,tax,oficina	=	impost
office,tax_advisor,oficina	=	assessor fiscal
amenity,taxi,amenitat/servei	=	taxi
amenity,taxi_point,amenitat/servei	=	punt de taxi
aeroway,taxilane,via aèria	=	Carril de Taxi
aeroway,taxiway,via aèria	=	carrer de rodatge
light:aviation,taxiway_centre,llum:centre_de_tallada_d'aviació
genus,Taxus,gènere	=	Taxus
species,Taxus␣baccata,espècies	=	Taxus_baccata
damage:Chido:event,TC-2024-000225-COM,danys:Chido:esdeveniment TC-2024-000225-COM
navigationaid,tdz,ajuda a la navegació tdz
shop,tea,botiga	=	te
crop,tea,cultiu	=	te
cuisine,tea_house,cuina	=	casa de te
trees,tea_plants,arbres	=	plantes_de_te
cuisine,tea_shop,cuina	=	botiga de te
cuisine,teahouse,cuina	=	casa de te
sport,team_handball,esport	=	equipo_handbol
building,tech_cab,tipus d'edifici	=	cabina de tecnologia
room,technical,habitació	=	tècnic
emergency_service,technical,servei d'emergència	=	tècnic
bunker_type,technical,tipus búnquer	=	tècnic
historic,technical_monument,històric	=	monument_tècnic
railway,technical_station,ferrocarril	=	estació_tècnica
museum,technology,museu	=	tecnologia
disc_golf,tee,disc de golf	=	tee
golf,tee,golf	=	tee
playground,teenshelter,parc infantil	=	refugi per a adolescents
landcover,tees,coberta terrestre	=	samarretes
street_cabinet,telecom,carrer_gabinet	=	telecomunicacions
manhole,telecom,forat dhome	=
type,telecom,tipus	=	telecomunicacions
utility,telecom,utilitat	=	telecomunicacions
utility,telecom;power,telecomunicacions de serveis públics;energia
shop,telecommunication,botiga	=	telecomunicació
office,telecommunication,oficina	=	telecomunicació
signal_station,telegraph,estació de senyals	=	telègraf
amenity,telephone,amenitat/servei	=	telèfon
seamark:cable_overhead:category,telephone,seamark:sobrecàrrega de cable:categoria	=	telèfon
man_made,telephone_box,artificial	=	cabina telefònica
man_made,telephone_exchange,fet per l'home	=	central telefònica
man_made,telephone_office,artificial	=	telèfon_oficina
vending,telephone_vouchers,venda	=	vals telefònics
man_made,telescope,artificial	=	telescopi
amenity,television,amenitat/servei	=	televisió
studio,television,estudi	=	televisió
utility,television,utilitat	=	televisió
man_made,tell,fet per l'home	=	comptar
seamark:landmark:function,tempel,marca:punt de referència:funció	=	temple
seamark:landmark:function,temple,marca:punt de referència:funció	=	temple
building,temple,tipus d'edifici	=	temple
seamark:light:status,temporary,seamark:llum:estat	=	temporali
sport,tennis,esport	=	tennis
building,tent,tipus d'edifici	=	carpa
trees,tequila_agave,arbres	=	tequila_agave
internet_access,terminal,accés a Internet	=	Terminal
power,terminal,energia	=	Terminal
information,terminal,informació	=	Terminal
aeroway,terminal,via aèria	=	Terminal
hgv:national_network,terminal_access,hgv:xarxa_nacional	=	accés_terminal
line_management,termination,maneig de línia	=	terminació
tower:type,termination,torre:tipus	=	terminació
natural,termite_mound,natural	=	monticle de tèrmits
house,terrace,casa	=	terrassa
residential,terrace,Residencial	=	terrassa
outdoor_seating,terrace,seients a l'aire lliure	=
building,terrace,tipus d'edifici	=	terrassa
building,terrace_house,tipus d'edifici	=	terrassa de la casa
house,terraced,casa	=	adossat
building,terraced_house,tipus d'edifici	=	Casa adossada
border_type,territorial,tipus frontera	=	territorial
construction,tertiary,construcció	=	terciari
ferry,tertiary,transportar	=	terciari
highway,tertiary,"Una carretera terciària serveix destinacions i comunitats locals, proporcionant accés a zones residencials i comercials | carretera	=	terciari"
area:highway,tertiary,zona:carretera	=	terciari
highway,tertiary_link,carretera	=	enllaç_terciari
construction,tertiary_link,construcció	=	enllaç terciari
teryt:updated_by,teryt2osm combine.py v. 43,teryt:actualitzat_per teryt2osm combine.py v. 43
teryt:updated_by,teryt2osm␣combine.py␣v.␣43,teryt:actualitzat_per	=	teryt2osm_combine.py_v._43
usage,test,ús	=	prova
sport,tetherball,esport	=	tetherball
playground,tetherball,parc infantil	=	tetherball
cuisine,tex-mex,cuina	=	de Texas i Mexico
books,textbook,llibres	=	llibre de text
species,Tg1,espècies	=	Tg1
species,Tgc,espècies	=	Tgc
cuisine,thai,cuina	=	tailandès
massage,thai,massatge	=	tailandès
roof:material,thatch,sostre: material	=	palla
amenity,theatre,amenitat/servei	=	teatre
tourism,theme_park,turisme	=	parc temàtic
office,therapist,oficina	=	terapeuta
denomination,theravada,denominació theravada
bath:type,thermal,bany:tipus	=	tèrmic
generator:method,thermal,generador: mètode	=	tèrmic
plant:method,thermal,planta:mètode	=	tèrmic
description,"these 'kanal' are oil palm drainage trenches/etc and does not fit into the tag waterway=canal; inaccessible by boats, hence the tag waterway=ditch is more appropriate","descripció aquests 'kanals' són trinxeres/etc. de drenatge de palma d'oli i no encaixen a l'etiqueta waterway=canal; inaccessible per vaixells, per tant l'etiqueta waterway=ditch és més adequada"
megalith_type,tholos,tipus de megàlit	=	tholos
healthcare:speciality,thoracic_surgery,sanitat:especialitat	=
design,three-level,disseny	=	tres nivells
man_made,threshing_floor,artificial	=	trilla
historic,threshing_floor,històric	=	trilla
road_marking,through,senyalització_carretera a través de
turn:lanes,through,gir:carrils	=	mitjançant
turn:lanes:forward,through,girar:carrils: endavant	=	mitjançant
turn:lanes:backward,through,girar:carrils:darrere	=	mitjançant
road_marking,through;right,senyalització_carretera a través de;dreta
turn:lanes:forward,through;right,gir:carrils:avançar passant;dreta
turn:lanes,through|right,gir:carrils	=	a través|a la dreta
turn:lanes:forward,through|right,girar:carrils: endavant	=	a través|a la dreta
turn:lanes:backward,through|right,girar:carrils:darrere	=	a través|a la dreta
turn:lanes,through|through,gir:carrils	=	a través|a través
turn:lanes,through|through;right,gir:carrils	=	a través|a través;a la dreta
turn:lanes,through|through|right,gir:carrils	=	a través|a través|dreta
turn:lanes,through|through|slight_right,gir:carrils	=	a través|a través|slight_right
genus,Thuja,gènere	=	teva
species,Thuja␣occidentalis,espècies	=	Thuja_occidentalis
species,THUJA␣ORIENTALIS,espècies	=	THUIXA_ORIENTALIS
object:city,Tiana,object:city	Tiana
denomination,tiantai,denominació	=	tiantai
shop,ticket,botiga	=	butlleta
amenity,ticket_booth,amenitat/servei	=	taquilla
amenity,ticket_validator,amenitat/servei	=	validador_de_tickets
shop,tickets,botiga	=	Entrades
water,tidal,aigua	=	de marea
generator:source,tidal,generador:font	=	de marea
dock,tidal,moll	=	de marea
natural,tidal,natural	=	de marea
waterway,tidal_channel,camí aquàtic	=	canal_de_marea
wetland,tidalflat,aiguamoll	=	plànol de marea
signal_station,tide_gauge,estació de senyals	=	mareògraf
signal_station,tide_scale,estació de senyals	=	escala de marees
tiger:source,tiger_import_dch_v0.6_20070808,tigre:font	=	tiger_import_dch_v0.6_20070808
tiger:source,tiger_import_dch_v0.6_20070809,tiger:font tiger_import_dch_v0.6_20070809
building:roof,tile,edifici: sostre	=	teula
roof:material,tile,sostre: material	=	teula
craft,tiler,artesania	=	solador
shop,tiles,botiga	=	lloses
building:roof,tiles,edifici: sostre	=	lloses
roof:material,tiles,sostre: material	=	lloses
species,Tilia,espècies	=	tília
genus,Tilia,gènere	=	tília
species,Tilia cordata,espècie Tilia cordata
species,Tilia platyphyllos,espècie Tilia platyphyllos
species,Tilia tomentosa,espècie Tilia tomentosa
species,Tilia x europaea,espècie Tilia x europaea
species,Tilia␣americana,espècies	=	Tilia_americana
species,Tilia␣cordata,espècies	=	Tilia_cordata
species,Tilia␣euchlora␣x,espècies	=	Tilia_euchlora_x
species,Tilia␣Europaea,espècies	=	Tilia_Europaea
species,"Tilia␣europaea␣""Pallida""","espècies	=	Tilia_europaea_""Collada"""
species,Tilia␣platyphyllos,espècies	=	Tilia_platyphyllos
species,Tilia␣sp,espècies	=	Tilia_sp
species,Tilia␣sp.,espècies	=	Tilia_sp.
species,Tilia␣tomentosa,espècies	=	Tília_tomentosa
species,TILIA␣TOMENTOSA␣(SIN.␣T.␣ARGENTEA),espècies	=	TILIA_TOMENTOSA_(SENSE._T._ARGENTEA)
species,Tilia␣x␣euchlora,espècies	=	Tilia_x_euchlora
species,Tilia␣x␣europaea,espècies	=	Tilia_x_europaea
species,Tilia␣x␣europea,espècies	=	Tilia_x_europea
species,Tilp,espècies	=	inclinació
bridge:movable,tilt,pont: mòbil	=	inclinació
trade,timber,comerç	=	fusta
produce,timber,produir	=	fusta
building:material,timber_framing,material de construcció	=	estructura_de_fusta
cafe,time_cafe,cafeteria	=	cafè del temps
seamark:radio_station:category,time_signal,seamark:emissora de ràdio:categoria	=	senyal de temps
cafe,time-cafe,cafeteria	=	temps-cafe
departures_board,timetable,sortides a bord	=	calendari
boundary,timezone,Límit	=	zona horària
building:roof,tin,edifici: sostre	=	estany
building:material,tin,material de construcció	=	estany
roof:material,tin,sostre: material	=	estany
craft,tinsmith,artesania	=	llauner
wall,tire_barrier,paret	=	barrera de pneumàtics
source:hgv:national_network,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,font: camions: xarxa_nacional Títol 23: Carreteres Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23
type,TMC,tipus	=	TMC
type,tmc:point,tipus	=	tmc:punt
shop,tobacco,botiga	=	tabac
sport,toboggan,esport	=	tobogan
amenity,toilet,amenitat/servei	=	vàter
room,toilet,habitació	=	vàter
amenity,toilets,amenitat/servei	=	banys
room,toilets,habitació	=	banys
seamark:small_craft_facility:category,toilets,seamark:instal·lació per a embarcacions petites:categoria	=	banys
building,toilets,tipus d'edifici	=	banys
vending,toll,venda	=	peatge
highway,toll_booth,autopista	=	cabina de peatge
barrier,toll_booth,barrera	=	cabina de peatge
highway,toll_gantry,autopista	=	peatge_gantry
man_made,tomb,fet per l'home	=	tomba
historic,tomb,històric	=	tomba
building,tomb,tipus d'edifici	=	tomba
man_made,tombstone,fet per l'home	=	làpida sepulcral
species,tomentosa,espècies	=	tomentosa
shop,tool_hire,botiga	=	lloguer d'eines
craft,toolmaker,artesania	=	fabricant d'eines
shop,tools,botiga	=	eines
wholesale,tools,majorista	=	eines
seamark:type,topmark,marca de mar: tipus	=	marca de topall
map_type,topo,tipus de mapa	=	talp
ngbe:tema,Toponimia,ngbe:tema	=	toponímia
seamark:radio_station:category,toran,seamark:emissora de ràdio:categoria	=	toren
fountain,toret,font	=	toret
man_made,torii,artificial	=	Torii
ceremonial_gate,torii,porta_cerimonial torii
advertising,totem,publicitat	=	tòtem
crossing_ref,toucan,cruce_ref	=	tucà
sport,touch_football,esport	=	tocar futbol
club,tourism,club	=	turisme
harbour:category,tourism,port:categoria	=	turisme
usage,tourism,ús	=	turisme
tourism,tourism-attraction,turisme	=	atracció turística
office,tourist_accommodation,oficina	=	allotjament turistic
amenity,tourist_bus_parking,amenitat/servei	=	aparcament d'autobusos turístics
highway,tourist_bus_stop,autopista	=	parada d'autobús turístic
man_made,tower,artificial	=	torre
power,tower,energia	=	torre
historic,tower,històric	=	torre
seamark:beacon_lateral:shape,tower,marca:balisa lateral:forma	=	torre
seamark:landmark:category,tower,marca:punt de referència:categoria	=	torre
landmark,tower,punt de referència	=	torre
lifeguard,tower,Salvavides	=	torre
seamark:beacon_safe_water:shape,tower,seamark:balisa aigua segura:forma	=	torre
seamark:beacon_cardinal:shape,tower,seamark:balisa cardenal:forma	=	torre
seamark:beacon_special_purpose:shape,tower,seamark:beaamb propòsit especial:forma	=	torre
seamark:beacon_isolated_danger:shape,tower,seamark:far perill aïllat:forma	=	torre
building,tower,tipus d'edifici	=	torre
aeroway,tower,via aèria	=	torre
crane:type,tower_crane,grua:tipus	=	grua torre
power,tower/Gallery,poder	=	torre/Galeria
place,town,lloc	=	poble
place:CN,town,lloc:CN	=	poble
border_type,town,tipus frontera	=	poble
surveillance:zone,town,vigilància: zona	=	poble
building:place,town,edifici:plaça ciutat
amenity,townhall,amenitat/servei	=	Ajuntament
building,townhall,tipus d'edifici	=	Ajuntament
building,townhouse,tipus d'edifici	=	casa adossada
locality,townland,localitat	=	ciutat
shop,toy,botiga	=	joguina
amenity,toy_library,amenitat/servei	=	ludoteca
shop,toys,botiga	=	joguines
vending,toys,venda	=	joguines
genus,Trachycarpus,gènere	=	traquicarp
species,Trachycarpus␣fortunei,espècies	=	Trachycarpus_fortunei
abandoned:highway,track,"abandonat: carretera = pista , camí"
cycleway,track,carril bici	=	pista
cycleway:right,track,carril bici: dreta	=	pista
cycleway:left,track,ciclovia:esquerra	=	pista
construction,track,construcció	=	pista
detail,track,detall	=	pista
leisure,track,lleure	=	pista
roller_coaster,track,muntanya russa	=	pista
highway,track,"Una pista és una carretera o camí, sovint sense pavimentar, utilitzat per a l'accés vehicular o de vianants en zones rurals o fora de carretera | carretera	=	pista"
cycleway:both,track,via_ciclable:ambdues vies
disused:highway,track,desusat: via d'autopista
LINZ:layer,track_cl,LINZ: capa	=	pista_cl
railway,track_scale,ferrocarril	=	escala de pista
converted_by,Track2osm,convertit_per	=	seguiment2osm
route,tracks,ruta	=	pistes
substation,traction,subestació	=	tracció
transformer,traction,transformador	=	tracció
shop,tractor,botiga	=	tractor
